,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
663,5.253.204.121,"{""ips"":[""5.253.204.121""],""results"":[{""resolvedDomains"":[{""ip"":""5.253.204.121"",""date"":""Jun 6, 2024, 2:19:35 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":29,""suspicious"":0,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/5.253.204.121"",""asn"":9009,""country"":""LU"",""asOwner"":""M247 Europe SRL"",""network"":""5.253.204.0/22""},""NEUSTAR"":[{""representation"":{""start_ip_int"":100518912,""end_ip_int"":100519167,""start_ip"":""5.253.204.0"",""end_ip"":""5.253.204.255""},""connectivity"":{""continent"":""europe"",""country"":""luxembourg"",""country_code"":""lu"",""country_cf"":86,""region"":"""",""state"":""luxembourg"",""state_code"":"""",""state_cf"":0,""city"":""luxembourg"",""city_cf"":61,""postal_code"":""2326"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":49.6162,""longitude"":6.10624,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":9009,""tld"":"""",""sld"":"""",""organization"":""m247 luxembourg noc"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""m247 europe srl"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-10-07"",""vpn_service"":""m247-ltd"",""hosting_facility"":""true""}}],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2023-10-07,m247-ltd,true,2,29,0,62,0,[]
664,212.102.35.30,"{""ips"":[""212.102.35.30""],""results"":[{""resolvedDomains"":[{""ip"":""212.102.35.30"",""date"":""Jun 6, 2024, 2:19:36 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":212238,""Organization"":""Datacamp Limited""},""ip"":""212.102.35.30"",""risks"":[""TUNNEL"",""GEO_MISMATCH""],""client"":{""count"":1,""types"":[""DESKTOP""],""behaviors"":[""FILE_SHARING""],""countries"":1,""concentration"":{""city"":""Barrow in Furness"",""skew"":575,""state"":""England"",""country"":""GB"",""density"":1,""geohash"":""gcteyk""}},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""OPENVPN"",""IPSEC""],""organization"":""Datacamp Limited"",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3563463424,""end_ip_int"":3563463647,""start_ip"":""212.102.35.0"",""end_ip"":""212.102.35.223""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":212238,""tld"":""com"",""sld"":""cdn77"",""organization"":"""",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""datacamp limited"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-07"",""vpn_service"":""protonvpn"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":27,""suspicious"":3,""harmless"":61,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""2"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""3"",""vtlink"":""https://www.virustotal.com/gui/ip-address/212.102.35.30"",""asn"":212238,""country"":""NL"",""asOwner"":""Datacamp Limited"",""network"":""212.102.35.0/24""}}}",APPROVED,NA,private,service,elite,2023-09-07,protonvpn,true,2,27,3,61,0,[]
665,181.214.206.80,"{""ips"":[""181.214.206.80""],""results"":[{""resolvedDomains"":[{""ip"":""181.214.206.80"",""date"":""Jun 6, 2024, 2:19:37 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":3257,""Organization"":""GTT Communications Inc.""},""ip"":""181.214.206.80"",""risks"":[""TUNNEL""],""client"":{""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""OPENVPN"",""IPSEC""],""organization"":""IPXO"",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3050753536,""end_ip_int"":3050753791,""start_ip"":""181.214.206.0"",""end_ip"":""181.214.206.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":3257,""tld"":"""",""sld"":"""",""organization"":""private customer"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""gtt communications inc."",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-07"",""vpn_service"":""privateinternetaccessvpn"",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""1"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/181.214.206.80"",""asn"":3257,""country"":""NL"",""asOwner"":""GTT Communications Inc."",""network"":""181.214.206.0/24""}}}",APPROVED,NA,private,service,elite,2023-09-07,privateinternetaccessvpn,false,1,28,0,64,0,[]
666,191.96.168.207,"{""ips"":[""191.96.168.207""],""results"":[{""resolvedDomains"":[{""ip"":""191.96.168.207"",""date"":""Jun 6, 2024, 2:19:39 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":174,""Organization"":""COGENT-174""},""ip"":""191.96.168.207"",""risks"":[""TUNNEL""],""client"":{""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""OPENVPN"",""IPSEC""],""organization"":""Cyber Assets FZCO""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3210782720,""end_ip_int"":3210782975,""start_ip"":""191.96.168.0"",""end_ip"":""191.96.168.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":174,""tld"":"""",""sld"":"""",""organization"":""private customer"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""cogent communications"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":26,""suspicious"":0,""harmless"":65,""timeout"":0},""tags"":[""vpn""],""numberOfCommunicatingFiles"":""1"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/191.96.168.207"",""asn"":174,""country"":""NL"",""asOwner"":""COGENT-174"",""network"":""191.96.168.0/24""}}}",APPROVED,NA,,,,NA,,false,2,26,0,65,0,[]
667,212.102.35.151,"{""ips"":[""212.102.35.151""],""results"":[{""resolvedDomains"":[{""ip"":""212.102.35.151"",""date"":""Jun 6, 2024, 1:22:20 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":212238,""Organization"":""Datacamp Limited""},""ip"":""212.102.35.151"",""risks"":[""TUNNEL""],""client"":{""behaviors"":[""TOR_PROXY_USER"",""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""OPENVPN"",""IPSEC""],""organization"":""Datacamp Limited"",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3563463424,""end_ip_int"":3563463647,""start_ip"":""212.102.35.0"",""end_ip"":""212.102.35.223""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":212238,""tld"":""com"",""sld"":""cdn77"",""organization"":"""",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""datacamp limited"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-07"",""vpn_service"":""protonvpn"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":3,""undetected"":27,""suspicious"":1,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""1"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/212.102.35.151"",""asn"":212238,""country"":""NL"",""asOwner"":""Datacamp Limited"",""network"":""212.102.35.0/24""}}}",APPROVED,NA,private,service,elite,2023-09-07,protonvpn,true,3,27,1,62,0,[]
668,5.253.204.118,"{""ips"":[""5.253.204.118""],""results"":[{""resolvedDomains"":[{""ip"":""5.253.204.118"",""date"":""Jun 6, 2024, 2:19:40 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":100518912,""end_ip_int"":100519167,""start_ip"":""5.253.204.0"",""end_ip"":""5.253.204.255""},""connectivity"":{""continent"":""europe"",""country"":""luxembourg"",""country_code"":""lu"",""country_cf"":86,""region"":"""",""state"":""luxembourg"",""state_code"":"""",""state_cf"":0,""city"":""luxembourg"",""city_cf"":61,""postal_code"":""2326"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":49.6162,""longitude"":6.10624,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":9009,""tld"":"""",""sld"":"""",""organization"":""m247 luxembourg noc"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""m247 europe srl"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-10-07"",""vpn_service"":""m247-ltd"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/5.253.204.118"",""asn"":9009,""country"":""LU"",""asOwner"":""M247 Europe SRL"",""network"":""5.253.204.0/22""}}}",REJECTED,WARNING_LIST,private,service,elite,2023-10-07,m247-ltd,true,0,93,0,0,0,[]
669,181.214.206.129,"{""ips"":[""181.214.206.129""],""results"":[{""resolvedDomains"":[{""ip"":""181.214.206.129"",""date"":""Jun 6, 2024, 2:19:42 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":3257,""Organization"":""GTT Communications Inc.""},""ip"":""181.214.206.129"",""risks"":[""TUNNEL""],""client"":{""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""operator"":""PIA_VPN"",""anonymous"":true}],""location"":{""city"":""Amsterdam"",""state"":""North Holland"",""country"":""NL""},""services"":[""IPSEC"",""OPENVPN""],""organization"":""IPXO"",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3050753536,""end_ip_int"":3050753791,""start_ip"":""181.214.206.0"",""end_ip"":""181.214.206.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":99,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":95,""postal_code"":""1101"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":52.35,""longitude"":4.917,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":3257,""tld"":"""",""sld"":"""",""organization"":""private customer"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""gtt communications inc."",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-09-07"",""vpn_service"":""privateinternetaccessvpn"",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/181.214.206.129"",""asn"":3257,""country"":""NL"",""asOwner"":""GTT Communications Inc."",""network"":""181.214.206.0/24""}}}",APPROVED,NA,private,service,elite,2023-09-07,privateinternetaccessvpn,false,1,29,0,63,0,[]
670,190.71.141.2,"{""ips"":[""190.71.141.2""],""results"":[{""resolvedDomains"":[{""ip"":""190.71.141.2"",""date"":""Jun 6, 2024, 2:19:43 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3192360192,""end_ip_int"":3192360241,""start_ip"":""190.71.141.0"",""end_ip"":""190.71.141.49""},""connectivity"":{""continent"":""south america"",""country"":""colombia"",""country_code"":""co"",""country_cf"":97,""region"":"""",""state"":""antioquia"",""state_code"":""ant"",""state_cf"":0,""city"":""medellin"",""city_cf"":50,""postal_code"":""050047"",""postal_code_cf"":0,""area_code"":0,""time_zone"":-5.0,""latitude"":6.2518,""longitude"":-75.5636,""dma"":0,""consistency_code"":4,""radius"":13.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":13489,""tld"":""net.co"",""sld"":""epm"",""organization"":""epm telecomunicaciones s.a. e.s.p."",""organization_type"":""Internet Service Provider"",""naics_code"":""517311"",""isic_code"":""J6110"",""carrier"":""epm telecomunicaciones s.a. e.s.p."",""home"":""true""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/190.71.141.2"",""asn"":13489,""country"":""CO"",""asOwner"":""EPM Telecomunicaciones S.A. E.S.P."",""network"":""190.71.128.0/17"",""jarm"":""2ad2ad16d2ad2ad0002ad2ad2ad2add9101149e7bc09d1a2dc7386b63f09fb""}}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
671,142.93.73.89,"{""ips"":[""142.93.73.89""],""results"":[{""resolvedDomains"":[{""ip"":""142.93.73.89"",""date"":""Jun 6, 2024, 2:19:45 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":2388478208,""end_ip_int"":2388478335,""start_ip"":""142.93.73.0"",""end_ip"":""142.93.73.127""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":80,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":""wowwee"",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":28,""suspicious"":0,""harmless"":65,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""3"",""numberOfUrls"":""4"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""R3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2022-05-06 23:10:07"",""not_before"":""2022-02-05 23:10:08""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/142.93.73.89"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""Feb 05, 2022, 07:14:46 PM"",""network"":""142.93.0.0/17"",""jarm"":""29d29d00029d29d00029d29d29d29d83c2e51da709c877942c98b10a5e814a""}}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-17,digital ocean,true,0,28,0,65,0,[]
672,125.142.221.239,"{""ips"":[""125.142.221.239""],""results"":[{""resolvedDomains"":[{""ip"":""125.142.221.239"",""date"":""Jun 6, 2024, 2:19:46 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":2106514924,""end_ip_int"":2106514927,""start_ip"":""125.142.221.236"",""end_ip"":""125.142.221.239""},""connectivity"":{""continent"":""asia"",""country"":""korea (south)"",""country_code"":""kr"",""country_cf"":86,""region"":"""",""state"":""gyeonggi-do"",""state_code"":""41"",""state_cf"":0,""city"":""bundang-gu (seongnam)"",""city_cf"":61,""postal_code"":""463-700"",""postal_code_cf"":0,""area_code"":0,""time_zone"":9.0,""latitude"":37.3434,""longitude"":127.121,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":4766,""tld"":"""",""sld"":"""",""organization"":""korea telecom"",""organization_type"":""Internet Service Provider"",""naics_code"":""517311"",""isic_code"":""J6110"",""carrier"":""korea telecom"",""home"":""true""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/125.142.221.239"",""asn"":4766,""country"":""KR"",""asOwner"":""Korea Telecom"",""network"":""125.142.128.0/17""}}}",APPROVED,NA,,,,NA,,false,0,93,0,0,0,[]
673,52.126.189.202,"{""ips"":[""52.126.189.202""],""results"":[{""resolvedDomains"":[{""ip"":""52.126.189.202"",""date"":""Jun 6, 2024, 2:19:48 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure-us-gov.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":880719104,""end_ip_int"":880721407,""start_ip"":""52.126.181.0"",""end_ip"":""52.126.189.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""south central"",""state"":""texas"",""state_code"":""tx"",""state_cf"":0,""city"":""san antonio"",""city_cf"":95,""postal_code"":""78201"",""postal_code_cf"":2,""area_code"":210,""time_zone"":-6.0,""latitude"":29.4728,""longitude"":-98.5356,""dma"":641,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8070,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/52.126.189.202"",""asn"":8070,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""52.126.0.0/15""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
674,20.25.142.66,"{""ips"":[""20.25.142.66""],""results"":[{""resolvedDomains"":[{""ip"":""20.25.142.66"",""date"":""Jun 6, 2024, 2:19:49 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":337218592,""end_ip_int"":337219327,""start_ip"":""20.25.140.32"",""end_ip"":""20.25.142.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""southwest"",""state"":""arizona"",""state_code"":""az"",""state_cf"":0,""city"":""phoenix"",""city_cf"":95,""postal_code"":""85013"",""postal_code_cf"":2,""area_code"":602,""time_zone"":-7.0,""latitude"":33.5094,""longitude"":-112.083,""dma"":753,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""com"",""sld"":""azure"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""PORCUPINE"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.25.142.66"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.0.0.0/11""},""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""SPUR"":[],""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,1,28,0,64,0,[]
